ID,DAY 1 logFC,DAY 2 logFC,DAY 4 logFC,DAY 7 logFC,DAY 14 logFC
ILMN_2404539,-0.06,-0.14,-0.36,-0.22,-0.1
ILMN_1796490,0.01,-0.04,0.13,-0.3,-0.23
ILMN_2370872,0.01,-0.04,0.13,-0.3,-0.23
ILMN_1751234,0.09,0.18,-0.32,-0.06,0.25
ILMN_1753903,0.09,0.18,-0.32,-0.06,0.25
ILMN_2401730,0.09,0.18,-0.32,-0.06,0.25
ILMN_2205350,0.16,0.21,-0.15,0.39,0.18
ILMN_1659524,0.16,0.21,-0.15,0.39,0.18
ILMN_1691570,-0.2,0.16,-0.26,-0.11,-0.06
ILMN_2393243,0.13,0.08,0.23,0.16,0.37
ILMN_1660698,0.13,0.08,0.23,0.16,0.37
ILMN_2286514,0.13,0.08,0.23,0.16,0.37
ILMN_1676611,0.17,-0.05,-0.14,-0.32,-0.23
ILMN_2334042,-0.04,-0.06,-0.32,-0.34,-0.12
ILMN_2357361,-0.04,-0.06,-0.32,-0.34,-0.12
ILMN_1740345,-0.04,-0.06,-0.32,-0.34,-0.12
ILMN_1711470,-0.01,0.23,0.52,0.34,0.1
ILMN_1750912,-0.14,0.03,-0.09,-0.54,0.13
ILMN_2172969,-0.14,0.03,-0.09,-0.54,0.13
ILMN_3194087,-0.09,-0.08,-0.17,-0.38,-0.06
ILMN_3272768,-0.09,-0.08,-0.17,-0.38,-0.06
ILMN_1760280,-0.02,0.24,0.33,0.25,0.16
ILMN_1656111,0.03,0.25,-0.29,0.05,-0.09
ILMN_1670101,0.05,-0.02,0.15,-0.49,-0.15
ILMN_1693781,0.05,-0.02,0.15,-0.49,-0.15
ILMN_3250023,0.05,-0.02,0.15,-0.49,-0.15
ILMN_1678775,0.05,-0.02,0.15,-0.49,-0.15
ILMN_3250902,0.05,-0.02,0.15,-0.49,-0.15
ILMN_1711702,0.05,-0.02,0.15,-0.49,-0.15
ILMN_1702140,-0.16,-0.01,0.37,0.47,0.15
ILMN_2077550,-0.16,-0.01,0.37,0.47,0.15
ILMN_1786065,0.13,0.34,0.56,0.38,0.02
ILMN_2401352,0.13,0.34,0.56,0.38,0.02
ILMN_1750130,-0.06,0.12,0.16,0.23,0.02
ILMN_1726693,0.16,-0.03,0.06,-0.28,0.07
ILMN_2157957,0.16,-0.03,0.06,-0.28,0.07
ILMN_1667592,0.01,0.01,0.08,0.27,0.06
ILMN_1676173,0.01,0.01,0.08,0.27,0.06
ILMN_1787919,0.01,0.01,0.08,0.27,0.06
ILMN_1715908,0.07,0.17,0.36,0.16,-0.04
ILMN_1712375,0.07,0.17,0.36,0.16,-0.04
ILMN_1736005,0.07,0.17,0.36,0.16,-0.04
ILMN_1787193,-0.1,0.1,0.17,0.57,0.31
ILMN_1705403,-0.1,0.1,0.17,0.57,0.31
ILMN_2366714,-0.08,0.04,-0.04,0.26,0.16
ILMN_1781986,-0.08,0.04,-0.04,0.26,0.16
ILMN_2366710,-0.08,0.04,-0.04,0.26,0.16
ILMN_1684726,-0.05,0.09,-0.08,-0.21,0.03
ILMN_1795338,0,-0.08,-0.18,-0.35,-0.13
ILMN_2394102,-0.17,0.02,0.32,0.18,-0.12
ILMN_1696190,-0.17,0.02,0.32,0.18,-0.12
ILMN_1761113,-0.19,0.06,0.21,0.23,-0.03
ILMN_1675321,-0.13,0.16,0.33,-0.14,-0.17
ILMN_2396947,-0.13,0.16,0.33,-0.14,-0.17
ILMN_3307266,-0.13,0.16,0.33,-0.14,-0.17
ILMN_2396948,-0.13,0.16,0.33,-0.14,-0.17
ILMN_2139816,-0.44,0.09,0.24,0.67,0.18
ILMN_1776674,-0.04,0.06,0.28,0.3,0.03
ILMN_1651872,0.02,0.3,0.29,0.21,0.3
ILMN_2369286,-0.05,-0.03,-0.31,-0.4,-0.07
ILMN_1716583,-0.05,-0.03,-0.31,-0.4,-0.07
ILMN_1659990,-0.02,-0.15,-0.29,-0.37,-0.19
ILMN_2412927,0.01,-0.07,0.13,0.27,0.17
ILMN_1720207,0.01,-0.07,0.13,0.27,0.17
ILMN_1773645,0.01,-0.07,0.13,0.27,0.17
ILMN_1804476,-0.08,-0.18,0.35,0.24,-0.15
ILMN_1693878,-0.08,-0.18,0.35,0.24,-0.15
ILMN_1759003,-0.02,0.03,-0.07,-0.22,-0.07
ILMN_2142554,-0.07,-0.06,0.22,0.08,0.52
ILMN_1797184,0.1,0.03,0.37,0.31,0.06
ILMN_1655241,-0.06,0.11,-0.07,0.3,0.1
ILMN_1709815,-0.06,0.11,-0.07,0.3,0.1
ILMN_1783805,0.14,-0.1,-0.15,-0.49,0.22
ILMN_1682592,-0.08,-0.06,0.1,0.4,0.31
ILMN_1799575,-0.08,-0.06,0.1,0.4,0.31
ILMN_1794017,-0.21,-0.07,0.51,0.5,0.13
ILMN_1772946,-0.16,0.06,-0.27,0.1,0.07
ILMN_1712563,-0.18,0.11,0.69,0.57,0.09
ILMN_1692938,-0.18,0.11,0.69,0.57,0.09
ILMN_1806310,0.07,-0.15,0.18,0.22,0.13
ILMN_2383229,0.07,-0.15,0.18,0.22,0.13
ILMN_1779670,0.07,-0.15,0.18,0.22,0.13
ILMN_2089167,0.02,0.07,0.29,0.3,0.07
ILMN_1751020,-0.03,-0.05,0,0.39,0.41
ILMN_1720850,-0.04,-0.12,-0.17,-0.21,0.01
ILMN_1656066,-0.09,0.01,0.36,0.02,0.01
ILMN_1757467,-0.08,-0.14,-0.19,-0.55,-0.25
ILMN_1707858,0.02,0.13,0.21,0.25,0.12
ILMN_1651496,-0.38,-0.05,-0.58,0.47,0.17
ILMN_1777405,-0.38,-0.05,-0.58,0.47,0.17
ILMN_1758623,-0.38,-0.05,-0.58,0.47,0.17
ILMN_2409167,-0.36,0.22,-0.46,0.34,0.1
ILMN_1755937,-0.36,0.22,-0.46,0.34,0.1
ILMN_1711899,-0.36,0.22,-0.46,0.34,0.1
ILMN_1695706,0.06,0.05,0.13,-0.37,-0.26
ILMN_1698100,0.16,-0.09,-0.16,-0.53,0.04
ILMN_2041101,0.16,-0.09,-0.16,-0.53,0.04
ILMN_2197846,-0.05,-0.22,-0.36,-0.16,-0.1
ILMN_1763523,0.05,-0.11,0.2,0.31,0.13
ILMN_1727458,-0.04,0.11,0.01,0.31,0.23
ILMN_1765621,0.04,0.03,0.42,0.12,-0.08
ILMN_1783610,0.21,0.17,0.46,0.11,0.21
ILMN_2202423,0.21,0.17,0.46,0.11,0.21
ILMN_1698144,0.08,0.22,-0.69,-0.19,-0.02
ILMN_1810910,0.08,0.22,-0.69,-0.19,-0.02
ILMN_2412192,0.08,0.22,-0.69,-0.19,-0.02
ILMN_1657803,0.08,0.22,-0.69,-0.19,-0.02
ILMN_1720083,0,0.09,0.19,0.45,0.2
ILMN_2128770,-0.16,0.16,0.05,0.42,0
ILMN_1762712,-0.15,0.16,0.64,0.58,0.16
ILMN_1745447,0.07,0.26,0.3,-0.03,0.05
ILMN_1723486,-0.06,-0.24,-0.45,-0.49,-0.49
ILMN_2156172,-0.06,-0.24,-0.45,-0.49,-0.49
ILMN_1772123,-0.12,0.15,-0.12,0.32,0.19
ILMN_1667641,-0.12,0.15,-0.12,0.32,0.19
ILMN_2331636,-0.12,0.15,-0.12,0.32,0.19
ILMN_1778401,-0.05,0.11,0.29,0.49,0.51
ILMN_1721113,0.18,0.07,0.36,0.35,0.34
ILMN_2150787,0.18,0.07,0.36,0.35,0.34
ILMN_1695311,-0.02,0.02,0.24,0.42,0.52
ILMN_1761733,-0.01,0.18,0.36,0.4,0.6
ILMN_1807003,-0.04,-0.15,-0.31,-0.24,-0.34
ILMN_1685170,-0.04,-0.15,-0.31,-0.24,-0.34
ILMN_2380494,-0.04,-0.15,-0.31,-0.24,-0.34
ILMN_1772218,-0.15,0.32,0.12,0.28,0.7
ILMN_1799243,0.13,-0.06,0.12,0.44,0.38
ILMN_2412490,0.13,-0.06,0.12,0.44,0.38
ILMN_1737612,0.13,-0.06,0.12,0.44,0.38
ILMN_2186806,-0.18,-0.03,0.24,0.34,0.6
ILMN_1762861,-0.18,-0.03,0.24,0.34,0.6
ILMN_1791466,0.23,-0.19,0.27,-0.76,-0.24
ILMN_2231242,0.23,-0.19,0.27,-0.76,-0.24
ILMN_2122420,0.13,-0.01,-0.08,-0.27,0.03
ILMN_1673241,-0.25,0.26,0.4,0.48,-0.11
ILMN_1742699,-0.25,0.26,0.4,0.48,-0.11
ILMN_1693560,-0.25,0.26,0.4,0.48,-0.11
ILMN_2311537,-0.25,0.26,0.4,0.48,-0.11
ILMN_1781942,-0.31,0.12,0.25,0.89,0.22
ILMN_2409220,-0.31,0.12,0.25,0.89,0.22
ILMN_1766650,-0.18,0.1,0,0.33,0.03
ILMN_1659463,-0.01,-0.23,-0.13,-0.43,-0.16
ILMN_2344798,-0.01,-0.23,-0.13,-0.43,-0.16
ILMN_3245452,-0.06,-0.06,-0.43,-0.38,-0.17
ILMN_2185072,-0.06,0.02,0.02,0.22,0.15
ILMN_2185077,-0.06,0.02,0.02,0.22,0.15
ILMN_3268799,-0.15,0.16,-0.13,0.39,0.12
ILMN_3180114,-0.15,0.16,-0.13,0.39,0.12
ILMN_2215382,0.11,0.08,-0.02,0.34,0.07
ILMN_1682323,0.11,0.08,-0.02,0.34,0.07
ILMN_1663447,-0.28,0.25,0.21,-0.35,0.26
ILMN_1815882,-0.28,0.25,0.21,-0.35,0.26
ILMN_1781764,-0.1,-0.09,-0.3,-0.21,-0.2
ILMN_2362245,-0.1,-0.09,-0.3,-0.21,-0.2
ILMN_2341645,0.19,0.23,0.36,-0.21,0.09
ILMN_1654920,0.19,0.23,0.36,-0.21,0.09
ILMN_3270641,0.19,0.23,0.36,-0.21,0.09
ILMN_3260017,-0.24,0.08,-0.29,-0.14,-0.21
ILMN_2378048,-0.24,0.08,-0.29,-0.14,-0.21
ILMN_1712357,-0.24,0.08,-0.29,-0.14,-0.21
ILMN_3179371,-0.24,0.08,-0.29,-0.14,-0.21
ILMN_1719975,0.21,-0.23,-0.29,-0.65,-0.21
ILMN_1757184,0.21,-0.23,-0.29,-0.65,-0.21
ILMN_1715672,-0.06,-0.03,0.15,0.42,0.3
ILMN_2240457,-0.06,-0.03,0.15,0.42,0.3
ILMN_1764850,-0.06,-0.03,0.15,0.42,0.3
ILMN_1699798,0.02,-0.01,0.32,0.01,-0.12
ILMN_1773751,0.02,-0.01,0.32,0.01,-0.12
ILMN_1789074,-0.07,-0.13,-0.19,-0.79,-0.06
ILMN_1660436,-0.32,-0.22,-0.31,-0.33,-0.3
ILMN_1654566,-0.09,-0.14,-0.2,-0.3,-0.21
ILMN_1734814,-0.02,0.1,-0.15,-0.33,0.09
ILMN_1755134,-0.02,0.1,-0.15,-0.33,0.09
ILMN_2395043,-0.02,0.1,-0.15,-0.33,0.09
ILMN_1773865,-0.35,-0.39,-0.08,-0.35,-0.23
ILMN_3235964,-0.1,0.1,-0.18,-0.35,-0.16
ILMN_2413084,-0.19,0.04,-0.12,0.3,0.08
ILMN_1686367,-0.19,0.04,-0.12,0.3,0.08
ILMN_1679209,-0.03,0.25,0.26,0.2,-0.04
ILMN_2349459,-0.38,0.11,0.51,0.37,0.23
ILMN_1803124,-0.38,0.11,0.51,0.37,0.23
ILMN_2396546,0.12,0.13,-0.16,0.22,0.06
ILMN_1704353,0.12,0.13,-0.16,0.22,0.06
ILMN_2092536,-0.13,-0.36,-0.18,-0.89,-0.12
ILMN_1803775,-0.13,-0.36,-0.18,-0.89,-0.12
ILMN_2081465,0.1,-0.01,0.26,0.36,0.12
ILMN_1710482,0.1,-0.01,0.26,0.36,0.12
ILMN_1660097,0.13,-0.06,-0.24,-0.3,-0.16
ILMN_1801357,0.13,-0.06,-0.24,-0.3,-0.16
ILMN_1733956,-0.03,0.23,0.37,0.23,-0.04
ILMN_1801639,-0.03,0.23,0.37,0.23,-0.04
ILMN_1812226,-0.01,0.03,0.27,0.47,0.2
ILMN_1795835,0.13,-0.07,-0.27,-0.34,-0.1
ILMN_1687921,-0.08,-0.05,-0.08,-0.4,-0.18
ILMN_3249366,-0.08,-0.05,-0.08,-0.4,-0.18
ILMN_1727005,-0.04,0.02,0.24,0.19,-0.04
ILMN_2185022,-0.04,0.02,0.24,0.19,-0.04
ILMN_1790230,0.16,0,0.13,-0.41,-0.19
ILMN_1665205,0.01,-0.13,-0.1,-0.25,-0.15
ILMN_1704793,-0.23,-0.13,-0.28,-0.08,-0.2
ILMN_3289745,-0.04,-0.07,-0.24,-0.3,-0.06
ILMN_1666594,0.13,0.22,0.03,0.37,0.02
ILMN_2095506,0.04,-0.03,-0.07,-0.26,-0.15
ILMN_1807649,0.04,-0.03,-0.07,-0.26,-0.15
ILMN_2086095,-0.15,-0.13,-0.41,-0.48,-0.29
ILMN_1793990,-0.15,-0.13,-0.41,-0.48,-0.29
ILMN_1754501,-0.03,-0.19,-0.07,-0.25,0.03
ILMN_1721758,0.3,0.13,0.07,-0.56,-0.03
ILMN_1749403,0.01,0.07,0.02,0.2,0.38
ILMN_3239103,-0.02,0.14,0.29,0.08,-0.08
ILMN_1667748,0.26,0.04,-0.03,0.13,0.46
ILMN_1696432,-0.11,-0.03,-0.87,-0.25,0.08
ILMN_2091347,-0.11,-0.03,-0.87,-0.25,0.08
ILMN_1704376,0.05,-0.19,-0.28,-0.42,-0.09
ILMN_1815445,0.17,-0.08,-0.25,-0.4,-0.22
ILMN_1798448,0.17,-0.08,-0.25,-0.4,-0.22
ILMN_1758626,0.17,-0.08,-0.25,-0.4,-0.22
ILMN_1771135,-0.09,-0.09,0.31,0.13,0.08
ILMN_1680828,-0.07,-0.03,0.22,0.55,0.11
ILMN_1672661,-0.09,0.2,0.15,0.37,0.57
ILMN_2415144,-0.09,0.2,0.15,0.37,0.57
ILMN_1813455,-0.09,0.2,0.15,0.37,0.57
ILMN_1731418,-0.09,0.2,0.15,0.37,0.57
ILMN_1690894,-0.02,-0.19,0.08,-0.43,-0.03
ILMN_2092516,-0.02,-0.19,0.08,-0.43,-0.03
ILMN_1776121,-0.07,-0.11,-0.3,-0.41,-0.16
ILMN_3243366,-0.07,-0.11,-0.3,-0.41,-0.16
ILMN_1679071,-0.06,-0.09,-0.17,-0.34,-0.09
ILMN_1704385,0.22,-0.09,0.12,-0.71,-0.03
ILMN_1717165,-0.07,-0.08,-0.31,-0.28,-0.05
ILMN_1722945,0.07,0,-0.1,0.23,0.03
ILMN_1740938,0.08,0.12,0.15,0.53,0.53
ILMN_3250659,0.04,0.26,0.28,0.34,0.02
ILMN_1807807,0.04,0.26,0.28,0.34,0.02
ILMN_3249807,0.04,0.26,0.28,0.34,0.02
ILMN_1725193,0.02,-0.34,-0.46,-0.6,-0.48
ILMN_1669362,-0.05,-0.21,-0.05,-0.4,-0.04
ILMN_1700248,-0.1,-0.06,-0.14,-0.33,-0.14
ILMN_1665123,0.06,-0.13,-0.06,-0.36,0.05
ILMN_2153485,0.06,-0.13,-0.06,-0.36,0.05
ILMN_1772074,-0.02,-0.16,-0.26,-0.45,-0.15
ILMN_1656318,-0.02,-0.16,-0.26,-0.45,-0.15
ILMN_1754920,-0.1,0.2,0.17,0.28,0.29
ILMN_1805643,-0.12,-0.11,0.08,-0.31,-0.11
ILMN_1756417,0.16,-0.38,-0.53,-0.78,-0.31
ILMN_2092333,-0.15,0.14,0.06,0.41,-0.03
ILMN_1656818,-0.15,0.14,0.06,0.41,-0.03
ILMN_1808132,-0.11,0.24,0.29,0.27,0.28
ILMN_2319077,-0.11,0.24,0.29,0.27,0.28
ILMN_2172588,0.09,-0.04,0.06,-0.38,0.03
ILMN_1727142,0.09,-0.04,0.06,-0.38,0.03
ILMN_2357062,0.15,-0.06,-0.58,-0.25,-0.31
ILMN_1793870,0.15,-0.06,-0.58,-0.25,-0.31
ILMN_1686884,0.15,-0.06,-0.58,-0.25,-0.31
ILMN_1652185,-0.17,0.12,0.36,0.68,0.39
ILMN_1691881,-0.17,0.12,0.36,0.68,0.39
ILMN_2327812,-0.13,-0.17,-0.06,-0.31,-0.15
ILMN_1756455,-0.13,-0.17,-0.06,-0.31,-0.15
ILMN_1671005,0.09,-0.08,-0.32,-0.5,-0.21
ILMN_2394561,0.09,-0.08,-0.32,-0.5,-0.21
ILMN_1651574,-0.03,0.01,0.41,0.45,0.13
ILMN_2273053,-0.12,0.11,0.08,0.44,0.34
ILMN_1785312,-0.12,0.11,0.08,0.44,0.34
ILMN_2369221,-0.12,0.11,0.08,0.44,0.34
ILMN_1724181,-0.12,0.11,0.08,0.44,0.34
ILMN_2094061,0.05,0.19,0.13,0.6,0.13
ILMN_1676515,0.18,0.08,0.33,0.42,-0.08
ILMN_2388363,0.18,0.08,0.33,0.42,-0.08
ILMN_3306977,0.18,0.08,0.33,0.42,-0.08
ILMN_1690343,0.18,0.08,0.33,0.42,-0.08
ILMN_1698171,-0.2,-0.07,0.1,0.41,0.19
ILMN_2355738,-0.2,-0.07,0.1,0.41,0.19
ILMN_1667239,-0.13,0.03,0.27,0.43,0.11
ILMN_1810116,0.09,-0.07,0.53,0.19,0.18
ILMN_1793474,-0.01,-0.12,-0.54,-0.32,-0.24
ILMN_1686989,-0.01,-0.12,-0.54,-0.32,-0.24
ILMN_1670918,-0.05,0.03,-0.26,-0.17,-0.25
ILMN_2379130,-0.13,-0.13,0.38,0.36,0.01
ILMN_1715068,0.44,-0.05,0.07,0.05,0.78
ILMN_1791409,0.08,0.26,0.12,0.28,0.03
ILMN_1813117,-0.04,-0.01,-0.03,0.33,0.16
ILMN_1784454,0.12,0.04,-0.41,-0.2,-0.29
ILMN_1714820,0.12,0.04,-0.41,-0.2,-0.29
ILMN_1723467,0.12,0.04,-0.41,-0.2,-0.29
ILMN_2383934,0.12,0.04,-0.41,-0.2,-0.29
ILMN_1754233,0.12,0.04,-0.41,-0.2,-0.29
ILMN_2244108,0.12,0.04,-0.41,-0.2,-0.29
ILMN_2387636,-0.12,-0.07,0.25,0.4,-0.1
ILMN_1787410,-0.12,-0.07,0.25,0.4,-0.1
ILMN_1722151,-0.12,-0.07,0.25,0.4,-0.1
ILMN_1732921,-0.03,0.06,-0.49,0.02,-0.06
ILMN_1806408,0.25,-0.19,0.23,0.32,0.16
ILMN_2263466,0.25,-0.19,0.23,0.32,0.16
ILMN_2352009,0.25,-0.19,0.23,0.32,0.16
ILMN_1776516,0.12,0.13,0.42,0.2,0.16
ILMN_1700432,0,-0.16,-0.05,0.27,0
ILMN_1764729,0.07,-0.11,0.11,0.29,0.11
ILMN_2399523,0.07,-0.11,0.11,0.29,0.11
ILMN_1658925,0.07,-0.11,0.11,0.29,0.11
ILMN_1806023,0.11,-0.04,-0.18,-0.3,0.04
ILMN_1662973,-0.03,-0.22,-0.17,0.39,0.07
ILMN_2392274,-0.03,-0.22,-0.17,0.39,0.07
ILMN_1658679,0.07,0.07,0.27,0.1,0.05
ILMN_2050023,0,-0.08,-0.29,-0.15,-0.18
ILMN_1655126,0.1,-0.1,-0.06,0.27,0.13
ILMN_1750459,0.07,-0.13,-0.66,-0.41,-0.51
ILMN_2280568,0.07,-0.13,-0.66,-0.41,-0.51
ILMN_2382431,0.07,-0.13,-0.66,-0.41,-0.51
ILMN_1686523,0.07,-0.13,-0.66,-0.41,-0.51
ILMN_3251415,-0.04,-0.04,-0.26,-0.17,-0.08
ILMN_1797379,-0.04,-0.04,-0.26,-0.17,-0.08
ILMN_1746148,-0.14,0.02,0.02,0.52,0.06
ILMN_1662587,0.14,-0.28,-0.38,-0.46,-0.19
ILMN_1787718,0.2,-0.17,-0.33,-0.27,-0.05
ILMN_1813741,0.08,0.17,0.1,0.41,0.16
ILMN_1736045,0.08,0.17,0.1,0.41,0.16
ILMN_2071641,-0.14,-0.12,-0.14,0.33,0.23
ILMN_1718863,-0.14,-0.12,-0.14,0.33,0.23
ILMN_1794539,-0.1,0.13,0.29,0.46,0.16
ILMN_2143155,-0.1,0.13,0.29,0.46,0.16
ILMN_2222008,-0.12,-0.03,0.43,0.44,0.19
ILMN_3234884,0.13,0.1,0.48,0.28,0.17
ILMN_1664756,0.07,0.13,0.23,0.31,0.06
ILMN_1669700,0.06,-0.01,-0.29,-0.3,-0.11
ILMN_2219002,-0.42,-0.31,0.04,0.9,-0.01
ILMN_1753584,0.07,-0.29,0.13,0.39,0.09
ILMN_1736760,-0.37,-0.37,0.45,0.67,-0.18
ILMN_2228162,-0.37,-0.37,0.45,0.67,-0.18
ILMN_1705991,-0.02,-0.05,-0.27,-0.36,-0.06
ILMN_1720857,-0.02,-0.05,-0.27,-0.36,-0.06
ILMN_1667551,-0.02,-0.05,-0.27,-0.36,-0.06
ILMN_1780700,-0.02,-0.05,-0.27,-0.36,-0.06
ILMN_1763907,-0.09,0.02,0.31,0.06,-0.23
ILMN_2270100,0.1,-0.19,-0.35,0.61,-0.36
ILMN_1793559,0.1,-0.19,-0.35,0.61,-0.36
ILMN_2146495,0.07,0.07,0.26,0,0.01
ILMN_1789732,0.21,0.13,0.31,0.2,0.27
ILMN_2162989,0.21,0.13,0.31,0.2,0.27
ILMN_2191313,0.11,-0.15,-0.2,-0.26,-0.19
ILMN_1747366,-0.03,0.09,0.44,0.25,0.04
ILMN_1677402,-0.03,0.09,0.44,0.25,0.04
ILMN_1667995,-0.03,0.09,0.44,0.25,0.04
ILMN_1716382,-0.08,0.15,-0.01,0.37,0.06
ILMN_1651936,-0.19,0.18,0.67,0.27,-0.55
ILMN_2393046,0.07,0.08,-0.05,-0.3,-0.16
ILMN_1698365,0.07,0.08,-0.05,-0.3,-0.16
ILMN_1730777,-0.17,-0.2,-0.43,0.07,-0.13
ILMN_1752065,0.08,0.24,0.35,0.32,0.25
ILMN_1748751,0.08,0.24,0.35,0.32,0.25
ILMN_3248551,0.08,0.24,0.35,0.32,0.25
ILMN_1708261,-0.06,-0.09,-0.23,-0.46,-0.22
ILMN_1807694,-0.06,-0.09,-0.23,-0.46,-0.22
ILMN_1728298,-0.06,-0.09,-0.23,-0.46,-0.22
ILMN_1677098,0.2,-0.07,-0.52,-0.29,0.05
ILMN_3228860,0.1,-0.02,0.3,0.01,0.09
ILMN_3305466,0.1,-0.02,0.3,0.01,0.09
ILMN_3235148,0.23,0.07,0.12,-0.81,-0.11
ILMN_1749834,0.11,0,-0.42,-0.07,0.08
ILMN_1661595,-0.09,0.06,-0.3,-0.1,-0.18
ILMN_3235326,-0.06,0.02,0.42,0.3,0
ILMN_1737255,0.11,-0.11,-0.19,-0.48,-0.15
ILMN_2258488,-0.12,0.2,0.29,0.42,0.23
ILMN_2343010,-0.12,0.2,0.29,0.42,0.23
ILMN_1786658,-0.12,0.2,0.29,0.42,0.23
ILMN_2339202,0.14,-0.13,-0.3,-0.45,-0.31
ILMN_1740523,0.14,-0.13,-0.3,-0.45,-0.31
ILMN_1753933,-0.2,-0.16,-0.52,-0.29,0.13
ILMN_2091217,-0.2,-0.16,-0.52,-0.29,0.13
ILMN_1665823,0.28,-0.13,0.05,-0.87,-0.24
ILMN_1750798,-0.21,0.18,0.19,0.57,0.1
ILMN_1701581,-0.21,0.18,0.19,0.57,0.1
ILMN_1664065,-0.21,0.18,0.19,0.57,0.1
ILMN_1782389,-0.21,0.18,0.19,0.57,0.1
ILMN_1728215,-0.21,0.18,0.19,0.57,0.1
ILMN_1672526,0.25,0.13,-0.52,-0.31,-0.14
ILMN_1706140,-0.05,-0.08,-0.65,-0.41,-0.14
ILMN_3283977,-0.07,-0.29,-0.03,0.54,-0.08
ILMN_1810855,-0.07,-0.1,0.07,0.29,0.04
ILMN_1796785,0.01,-0.02,0.09,0.29,-0.12
ILMN_2254943,0.01,-0.02,0.09,0.29,-0.12
ILMN_2406035,-0.27,-0.08,-0.14,0.33,-0.3
ILMN_2293594,-0.27,-0.08,-0.14,0.33,-0.3
ILMN_1704247,-0.27,-0.08,-0.14,0.33,-0.3
ILMN_1688892,-0.27,-0.08,-0.14,0.33,-0.3
ILMN_1739792,-0.06,0.03,0.17,0.26,0.09
ILMN_1773567,-0.11,-0.12,-0.3,-0.24,-0.01
ILMN_1659753,0.06,0.04,-0.24,0.2,0.19
ILMN_2279961,0.06,0.04,-0.24,0.2,0.19
ILMN_1752351,0.06,0.04,-0.24,0.2,0.19
ILMN_1673282,0.06,0.04,-0.24,0.2,0.19
ILMN_2243687,0.06,0.04,-0.24,0.2,0.19
ILMN_1664910,-0.01,0.01,0.08,-0.26,-0.03
ILMN_2411723,-0.01,0.01,0.08,-0.26,-0.03
ILMN_3277321,-0.01,0,-0.14,-0.31,-0.13
ILMN_2294086,0.13,0.17,0.39,-0.24,-0.23
ILMN_1745593,0.13,0.17,0.39,-0.24,-0.23
ILMN_1657796,0.13,0.17,0.39,-0.24,-0.23
ILMN_1750508,0.13,0.17,0.39,-0.24,-0.23
ILMN_1770824,-0.03,0.1,0.26,0.3,0.22
ILMN_2285480,-0.15,0.12,-0.07,0.43,-0.14
ILMN_1768969,-0.15,0.12,-0.07,0.43,-0.14
ILMN_1810418,-0.15,0.12,-0.07,0.43,-0.14
ILMN_1692223,-0.12,0,0.34,0.72,0.38
ILMN_1662932,-0.06,0.17,-0.06,0.7,0.59
ILMN_1728132,0.09,0.14,0.08,-0.34,-0.04
ILMN_1676265,0.14,-0.1,-0.19,-0.4,-0.14
ILMN_2330570,0.14,-0.1,-0.19,-0.4,-0.14
ILMN_2234956,0.14,-0.1,-0.19,-0.4,-0.14
ILMN_1696391,0.14,-0.1,-0.19,-0.4,-0.14
ILMN_1731966,0.14,-0.1,-0.19,-0.4,-0.14
ILMN_1710668,-0.1,0.03,0.4,0.53,0.21
ILMN_2360401,-0.1,-0.22,-0.15,-0.59,-0.24
ILMN_2268156,-0.1,-0.22,-0.15,-0.59,-0.24
ILMN_1663080,-0.1,-0.22,-0.15,-0.59,-0.24
ILMN_1723978,-0.07,-0.16,0.14,0.53,0.1
ILMN_1659688,0.11,0.01,0.09,0.32,0.21
ILMN_1669930,0.1,-0.14,-0.35,-0.45,-0.04
ILMN_2266214,0.1,-0.14,-0.35,-0.45,-0.04
ILMN_2356654,0.1,-0.14,-0.35,-0.45,-0.04
ILMN_2353358,0.1,-0.14,-0.35,-0.45,-0.04
ILMN_1683405,0.27,-0.09,-0.86,-0.45,-0.43
ILMN_1706779,0.17,-0.05,0.39,-0.02,0.02
ILMN_1785424,-0.19,0.05,-0.42,-0.27,-0.23
ILMN_2396672,-0.19,0.05,-0.42,-0.27,-0.23
ILMN_1731610,-0.19,0.05,-0.42,-0.27,-0.23
ILMN_1696682,-0.19,0.05,-0.42,-0.27,-0.23
ILMN_1660624,-0.17,-0.21,-0.34,-0.14,-0.15
ILMN_2270443,-0.17,-0.21,-0.34,-0.14,-0.15
ILMN_1687960,-0.17,-0.21,-0.34,-0.14,-0.15
ILMN_2367671,-0.17,-0.21,-0.34,-0.14,-0.15
ILMN_1778154,-0.08,0,-0.21,-0.28,-0.1
ILMN_3244176,0.27,-0.22,0.01,-0.62,-0.22
ILMN_3209399,0.17,-0.18,0.37,0.16,0.25
ILMN_1737394,-0.19,-0.29,0.35,0.48,0.35
ILMN_1696749,-0.19,-0.29,0.35,0.48,0.35
ILMN_1780773,0.01,-0.09,-0.11,-0.36,-0.1
ILMN_3211488,0.11,-0.08,-0.2,-0.31,-0.24
ILMN_3287986,0.11,-0.08,-0.2,-0.31,-0.24
ILMN_1797526,-0.02,-0.02,0.12,0.27,0.06
ILMN_3246728,-0.02,-0.02,0.12,0.27,0.06
ILMN_1713803,-0.04,-0.1,-0.29,-0.16,0.09
ILMN_1707137,-0.04,-0.1,-0.29,-0.16,0.09
ILMN_1790036,0.06,0.09,0.06,0.3,0.17
ILMN_1857915,-0.05,0.11,-0.51,-0.22,-0.08
